t,surprise_proxy,norm_alignment,gate_energy,step_kl
0,-0.10544631018608529,-0.12357637427606152,0.13108992482909243,0.00285832198793495
1,-0.181161904047916,-0.06992962784431206,0.12650040632630163,0.002287748973428391
2,-0.07906092302158403,-0.04255141141917695,0.12159897199909868,0.0017220256300891303
3,-0.11444543800592534,-0.08696062895407501,0.11720645090618871,0.000913742654072054
4,-0.030003971563398624,-0.11818334007851056,0.11377929195009959,0.00019284821518251115
5,0.02467175465182966,-0.0845352973899637,0.11323301156897954,0.00045777456294065046
6,-0.09822068900040773,-0.0848615271742625,0.11359822808761802,0.0007948100576371165
7,-0.12473890176995268,-0.10581223440294912,0.11455169895223467,0.0015418557425850412
8,-0.05117276804681276,-0.14364180685771713,0.11733539638519412,0.002534701389858365
9,0.002759622725619869,-0.07303457408825464,0.1217779707502232,0.004126218671821319
10,0.05200158845363687,-0.16468144019995867,0.12657601270908442,0.004335867558999147
11,-0.021985190378050065,-0.1627240164141999,0.1309274987208723,0.003974246182185452
12,-0.002780178277449561,-0.1758646459976367,0.13402187579377212,0.005619893632229819
13,0.003799448469076638,-0.20908162195158025,0.13613453923185642,0.004602428220396637
14,0.0737308474268858,-0.2695804652714895,0.13663934668780214,0.004847938334788875
15,0.10453486767109017,-0.3096339135949099,0.1359524418355546,0.00480750681620557
16,0.031113958631929402,-0.31901717197447677,0.13365580236277103,0.0028835215070271277
17,0.027540704100336846,-0.36488906054194775,0.1308862142686495,0.002781542350399454
18,-0.039288652414575846,-0.38812360194404394,0.12794085959483165,0.0022546219617098876
19,0.09429535737568813,-0.40894364760985297,0.12479949054753377,0.0020624305127741236
20,-0.048811896769555836,-0.4397552321688471,0.12091617027566906,0.001442520429747305
21,0.0019877456094715596,-0.44478341044923475,0.11759486134700611,0.0011789762262090163
22,0.21873137641095602,-0.44956407102414897,0.11481343951060455,0.00137588203546983
23,-0.06279002160682115,-0.436656891063102,0.11183619577013937,0.0008590164051189985
24,0.20945494638140147,-0.47110493071776693,0.10961574382732668,0.0006538706459902854
25,0.02643460286928773,-0.47276847320683657,0.10764165999614606,0.00043318763302575434
26,-0.018019267895958972,-0.4832589890643355,0.10610606638352146,0.0005364538362557313
27,0.011846739160182918,-0.5168385005848245,0.104460942233266,0.0004454592355379039
28,-0.04394041502314353,-0.46644637815995554,0.10282665585875159,0.0003223796670363553
29,0.05228130180508377,-0.4882891072440628,0.10182640661802067,0.00027063687399482187
30,-0.02587499150341147,-0.5081888714927076,0.10070016626500267,0.00021414397821237642
31,0.04565249863702325,-0.48207268028658423,0.09987259520115191,0.0002088155088371021
32,0.14704351679478603,-0.4775630955201063,0.09932905811640655,0.0001553900824118554
33,0.04482329548772802,-0.508918465204593,0.09878245081088102,0.00010866677028668827
34,-0.10948376079639327,-0.5205306218034885,0.09836860004218731,0.00012037756864195938
35,0.029298084584163293,-0.4955884179102673,0.09768038541910473,0.00011773699515688405
36,0.05898289834751274,-0.5249833364539496,0.09737352149020179,0.00013077935670390445
37,-0.05688066058366541,-0.5356480417929201,0.0965030689076949,0.00011574052873773323
38,-0.01713857849336032,-0.4855958695783017,0.09586646391533438,9.347172433267961e-05
39,0.06109467716609932,-0.4702089065293249,0.09556841784374696,9.68008554773245e-05
40,0.12886372684013192,-0.5169892182530245,0.09556961293309711,6.727077744989385e-05
41,0.08139254296467284,-0.4890804437732037,0.09519811809988861,5.96660334529738e-05
42,0.036852960654856375,-0.5047610191952957,0.09509786195155348,5.215924438017511e-05
43,0.003942794201763888,-0.5202825964881813,0.09504281081351493,4.0450808733434585e-05
44,0.1027647584192629,-0.476641685252619,0.09487348365460994,4.6615929118746255e-05
45,0.08794335574671291,-0.48815246011180835,0.09495819382230503,3.3821636299904734e-05
46,0.2065852982117945,-0.48275500291560663,0.09501933257992615,3.325246395414267e-05
47,0.06690644390702177,-0.46563727628429324,0.0949944632373837,4.056000401484887e-05
48,0.1385036231097049,-0.5034656689631873,0.09519920297620427,2.590994391666629e-05
49,0.032149055463122925,-0.4941225201976882,0.09516377105537295,2.4372907777537673e-05
50,0.18772685976563847,-0.45916642304078753,0.09513331408746725,3.29880411098675e-05
51,0.08321700346873397,-0.5417067220188104,0.09518914013968223,3.069594075594675e-05
52,0.05645096770236481,-0.47898691505622865,0.0947875814281635,2.929843369667737e-05
53,-0.07554568397822449,-0.48662932349074933,0.09492835643718528,1.8088049709482875e-05
54,0.11967619903432243,-0.46051230015978184,0.09506276355224844,2.695246202273078e-05
55,-0.08377367066427066,-0.486917013026634,0.0951444653059778,1.3166954037582695e-05
56,0.07526752773554474,-0.4543170636066836,0.0951923684376971,2.6657559609581302e-05
57,0.008459624876324524,-0.4774429886245263,0.09538014042813121,1.1013528149665608e-05
58,-0.0699958373365253,-0.4557554335942237,0.09549823669411345,2.0262776294131174e-05
59,-0.05323206089766743,-0.49708270657423365,0.09582169176857504,1.0272030710605553e-05
60,-0.5709228221006029,-0.4443082087531649,0.09581624838333985,0.00014097587009665876
61,-0.5928446234469966,-0.4973714581911402,0.09511432060511393,0.00011946438772780072
62,-0.6153024400730248,-0.47250508147027476,0.09425250520034914,0.00011838782241018931
63,-0.5871226511750862,-0.5264393714853015,0.09346013566566974,8.732667105980676e-05
64,-0.605931711694944,-0.4869173363579332,0.09266396296093564,0.00010703697288445508
65,-0.5299749452671799,-0.5501723644977045,0.0919056459179757,0.00010682122432344372
66,-0.5246154670878284,-0.5109598800287005,0.09083579341370787,0.00011358864587911892
67,-0.6182877763351231,-0.47414466228333235,0.0899689144736647,4.315855427072476e-05
68,-0.6438460088928957,-0.4561239508214789,0.08964035131543598,8.104375751646297e-05
69,-0.635612038307133,-0.4822757558791464,0.08910770450981376,6.392983129073338e-05
70,-0.4820024040996478,-0.512089616756298,0.08862766498226948,0.00010014007567932351
71,-0.5387371544931782,-0.4674143792947364,0.08779898337578386,8.578954264386913e-05
72,-0.6870403289496401,-0.4903050224495452,0.08731627497174657,5.083563641150821e-05
73,-0.6566162433257332,-0.4891495730821866,0.08681947316312101,5.0257601673506384e-05
74,-0.610973780525654,-0.4936132277354697,0.08640220780570664,7.148993224636466e-05
75,-0.5591966239423911,-0.4931657828773297,0.08580414715338255,5.432206159356738e-05
76,-0.6299756866630803,-0.4810904610327978,0.08540551221359824,5.380865282648315e-05
77,-0.6011695151047343,-0.48867388643196663,0.08498907270567822,4.5165813173374684e-05
78,-0.5646743953293833,-0.4858564644347484,0.08461642467235289,6.532922354105718e-05
79,-0.6584138703835588,-0.4530728083091335,0.08412183703246537,4.66432808928989e-05
80,-0.5538576833270376,-0.5166676063842108,0.08382376978142667,4.660178032898075e-05
81,-0.6979328265048845,-0.5005525545693428,0.08331152111748602,3.4405888988847434e-05
82,-0.5946238761085181,-0.5198195950441892,0.08291846699524458,5.6827504819335765e-05
83,-0.6944047463746477,-0.4793309673151325,0.08233883115644122,2.963650721551666e-05
84,-0.6574196097829967,-0.494421573132623,0.08210341574530419,3.64039147927463e-05
85,-0.6069007914229284,-0.5094264683692485,0.08178554681058639,3.910910462662561e-05
86,-0.6475945117024834,-0.4924123218098788,0.08140340569426668,2.3731371221068452e-05
87,-0.6386583414078459,-0.5031483772473027,0.08120590694865396,3.703168423130629e-05
88,-0.6618655625474568,-0.48117987406589485,0.08085012783093364,2.6819370767386935e-05
89,-0.7315243839924307,-0.49111849299615734,0.08062049073150909,2.845391735656931e-05
90,-0.6798464353563269,-0.5348715566700569,0.08029483799819467,1.854090808524026e-05
91,-0.6621969495835368,-0.5240687414290601,0.07998459589732604,1.9183117438608343e-05
92,-0.6385381224451909,-0.526532333428275,0.07971691284730427,3.0054166375111774e-05
93,-0.68455206010336,-0.5017978366052482,0.07934825775244163,2.033670343660418e-05
94,-0.566189629033872,-0.49666024065842956,0.07912814921939289,1.6339034750149678e-05
95,-0.6569816400103619,-0.534233328829334,0.07904542314669583,2.698918250323056e-05
96,-0.6459130227902657,-0.5196788189559545,0.07866776274155685,2.15686823086573e-05
97,-0.6486206303304711,-0.521762379765605,0.07840256522786278,2.0910070452192137e-05
98,-0.6855797287060641,-0.5281921775584931,0.0781120024979427,1.3487233681896836e-05
99,-0.6966636028081706,-0.4914572815028675,0.07789006980892751,1.4790595168333351e-05
100,-0.6722166592066091,-0.4933188265531512,0.07776250818236363,1.7262169382719038e-05
101,-0.6309249458443327,-0.49066074327058246,0.0776026636766142,2.3586407381785675e-05
102,-0.5966688218173006,-0.5090738316379463,0.07738860155654285,1.9968252565334948e-05
103,-0.6458894138156561,-0.49437071858494164,0.07718222964320717,1.7507532864115012e-05
104,-0.6882051411303419,-0.5257445571993228,0.07702900001810332,8.942654156601722e-06
105,-0.6846018079697437,-0.5254501595187913,0.07687983968949097,1.325043000896869e-05
106,-0.7248994358502703,-0.5056127019027412,0.07665774878001129,1.1799026005492583e-05
107,-0.6476422166814532,-0.5451127822962273,0.07649736057369785,1.1898690290851759e-05
108,-0.6758754660524361,-0.5385802024499139,0.07625420136517669,1.344142191166024e-05
109,-0.569146619774191,-0.5282899837343187,0.0760146673150369,1.0088706197505698e-05
110,-0.5203158978641123,-0.5048933456512954,0.07590241049033482,1.615592739003737e-05
111,-0.5706847847952693,-0.49450592073504357,0.07580681875462028,1.2316269884045815e-05
112,-0.6956060272643723,-0.49400977198733315,0.07575793798565818,7.947561052802447e-06
113,-0.6346771291774708,-0.5154086010733866,0.07569369921440336,1.1324925542715586e-05
114,-0.6228062668831686,-0.5280428452103222,0.07556709061635304,1.0370953264203923e-05
115,-0.607897086332569,-0.5553694012318843,0.07541931992104897,8.741685418870017e-06
116,-0.5946785874183259,-0.5147681511904839,0.07521316081086664,9.086759895792731e-06
117,-0.6654993970641826,-0.5064554268201729,0.0751364531020318,8.550162321346622e-06
118,-0.6744725317570095,-0.5129271554460071,0.07504622688186038,7.911975698086322e-06
119,-0.6397076268548667,-0.4914679293696924,0.07495399359869587,7.40868583602895e-06
120,0.2915754286490651,-0.5188096084424308,0.07493793294878481,6.883325696382812e-06
121,-0.0008904584453897384,-0.5151139928544345,0.0750220549077723,6.621336225281247e-06
122,0.2927895655758258,-0.4819429343552058,0.07506580417883088,9.230553588443452e-06
123,0.14639845602538468,-0.4833016791274796,0.07521486975165059,6.6457640792248184e-06
124,0.11400954618632517,-0.4844043802394949,0.07537311186522526,8.887801687362648e-06
125,0.3129731703947444,-0.4339332891428657,0.07546601773021165,1.3639382778867941e-05
126,0.2840169238878588,-0.4414029191398732,0.07568528702748399,1.0027264628062231e-05
127,0.22637552897615015,-0.48668594875305854,0.07592201496657203,7.435900939481699e-06
128,0.07560026245203047,-0.5231347395254035,0.07600627457439017,6.0462144362924255e-06
129,0.21778895132328804,-0.5205837001904188,0.07596954814562021,5.384812352710459e-06
130,0.04197760134170776,-0.5096920118938728,0.0759920672533439,5.331144742066047e-06
131,0.3388673672704921,-0.5000714926559735,0.0760398002911471,7.1809338300133995e-06
132,0.22325289069261664,-0.5094307224648827,0.07609624182829627,4.576156852902346e-06
133,0.20753353911801387,-0.4688846694328037,0.0761626028709845,5.748361766892577e-06
134,0.16308264660932756,-0.48384068644642375,0.07629979670587575,5.282157497605045e-06
135,0.13995264895565193,-0.5044647819576934,0.0763805949362392,6.322198969741186e-06
136,0.2303231788064651,-0.4671447233397497,0.07640127187711682,5.034301528104845e-06
137,0.12841477851340236,-0.5352809942050888,0.07655528200595976,3.7756977696844153e-06
138,0.1588538735515707,-0.49077020778079233,0.07650445351613673,3.555133497955525e-06
139,0.283140100192447,-0.44501105007386144,0.07657789477152493,8.408706057977196e-06
140,0.24550005730621824,-0.4584651898224153,0.07673188349316258,5.533821076772155e-06
141,0.15104723681371665,-0.43598436789466705,0.07685945538648929,7.1419899215326615e-06
142,0.053516436272946895,-0.44506689985449965,0.07697651382382104,5.470236913898041e-06
143,0.18264979119047156,-0.45537224523233466,0.07708259722290431,4.741803112128364e-06
144,0.08296544763874586,-0.4665151250217228,0.07720774633239798,3.76229220206814e-06
145,0.2990073684438588,-0.4907968446585513,0.07728565250009997,4.04628247016739e-06
146,0.26152228208413114,-0.48962570056146876,0.07734632136960158,3.943003678566375e-06
147,0.2562643804798331,-0.4825961632997239,0.07741914593617863,3.696673891146327e-06
148,0.23328675389439765,-0.4962151748182097,0.07751420616568722,3.4433436561766484e-06
149,0.16546267802847947,-0.4870460162541299,0.07756164400104198,3.2043781299512603e-06
150,0.12357966097964589,-0.4590770285514318,0.0776073864439704,2.8672093294319416e-06
151,0.14710785417952357,-0.5422770260089766,0.07770114366889044,2.2608876426629702e-06
152,0.22457298604987874,-0.4201762781572565,0.07764404810755277,5.288009236978731e-06
153,0.09749721022423961,-0.49272637030809757,0.07780999202860454,2.345784953363331e-06
154,0.11922488944566267,-0.5160359243392464,0.07783594214786617,2.0888817274139263e-06
155,0.13983224582776171,-0.48137077719801646,0.07780175530425087,2.4556031999088512e-06
156,0.22283696831570032,-0.5034497098123334,0.07786886205576209,2.2368916061766237e-06
157,0.13097953225997006,-0.4413210946161217,0.07787726231149816,3.596861622618547e-06
158,0.2526363028143722,-0.4611048880864551,0.07800216466698043,3.304266910731805e-06
159,0.019562650794292622,-0.4607741934788898,0.07808318321875607,2.0060393326271228e-06
160,0.09473281424689955,-0.45551193760198627,0.07814418926428986,2.7799787087840704e-06
161,0.25734726146624626,-0.5251690803948651,0.07820951798180972,1.2085800060604335e-06
162,0.023234211225363517,-0.46483256206022067,0.07818764010925444,2.200219640777187e-06
163,0.27779535654751286,-0.49362178226301023,0.0782250366245076,1.7489231779693784e-06
164,0.12335546998121862,-0.509774711478154,0.07826097125901041,1.235664684321641e-06
165,0.08452341712753293,-0.43792319327050583,0.07823037027368483,3.519807463524256e-06
166,0.049068654053119685,-0.4644247287493406,0.078346997048789,2.557737568851284e-06
167,0.03390783937646815,-0.4620807765617335,0.07840434595726004,2.0602106155056336e-06
168,0.16126273619349393,-0.4571268717302516,0.07845258632270483,2.3303190036743826e-06
169,0.04478064289412418,-0.47739678584568357,0.07852414756165145,2.164473148511469e-06
170,0.25613289625360774,-0.5043795539506262,0.07854411782596124,1.2028204296509597e-06
171,0.2846429819888712,-0.46501338070768056,0.07854194477291962,2.1812972393092403e-06
172,0.17105304141659042,-0.43308905882817594,0.07860274421948502,2.3819944586436843e-06
173,0.23296175235206104,-0.4344487732740924,0.07871554278561273,2.9747754747927115e-06
174,0.36410083877890287,-0.4572652239122435,0.07881327399884173,1.8519644266530473e-06
175,0.14214913945920038,-0.41635101954171305,0.07889760078330202,2.460514569423008e-06
176,0.06695647515282477,-0.5187376310715456,0.0790255747883337,1.418205356548789e-06
177,0.1474242094778234,-0.45577996304233287,0.07895651291613218,1.6951371842232303e-06
178,0.2629485691130369,-0.45151768079756877,0.0790144423231047,1.8577485240358823e-06
179,0.19014689735598428,-0.4759084855096702,0.07908947477113029,1.253025383516474e-06
180,0.14462737974568976,-0.47934060419256636,0.07910923471839147,1.157218419917137e-06
181,-0.13691727609925472,-0.475363782647777,0.07903744918360393,9.958210621231207e-07
182,-0.11417772026472078,-0.4501794193399283,0.07895547812526238,1.3911717078801408e-06
183,-0.20319461415762158,-0.448082804402236,0.07891443654304472,8.425494071071094e-07
184,-0.08854659500647555,-0.49733347551434093,0.07888126670219302,1.503918336533326e-06
185,0.01814282565658684,-0.45513933193505696,0.07878055618748502,1.121547557439039e-06
186,-0.06635227269326369,-0.4252487464165839,0.07876111604650723,8.42995444607549e-07
187,-0.07604134110363406,-0.436558666677502,0.0787836763131963,1.025128977238512e-06
188,-0.1299919287182211,-0.4721655899931917,0.07878905738830748,6.934616379954444e-07
189,-0.1007158214497255,-0.4523324604695342,0.07874544980173397,1.2035593276800901e-06
190,0.1095192596195347,-0.42286651610744785,0.07872934655870772,1.705076336182941e-06
191,-0.1978439860239423,-0.48342788640698775,0.07876767108641461,9.077105745041786e-07
192,-0.025580247779851163,-0.4793369273496443,0.0787111375011421,1.0501310109410517e-06
193,-0.08964671178762455,-0.44715565170685323,0.07866440823691248,8.983119949174168e-07
194,-0.21196719430106276,-0.46243591628849967,0.07867269215728837,7.968095166475954e-07
195,-0.07080775365925485,-0.47126183064882304,0.07865770919960621,7.652348426415316e-07
196,-0.10666766758360172,-0.47737527050847145,0.07863983481480856,6.500320460176625e-07
197,-0.23245711851119413,-0.4679201726203557,0.07861477758233525,1.0217308301692543e-06
198,-0.03004260272867045,-0.4357675272288452,0.07859600238964713,1.1203821639351236e-06
199,-0.21082217320373633,-0.4425677971459881,0.0786355682904141,1.0761224881135359e-06
200,-0.042999845986152925,-0.5096383322700986,0.07866020180950928,5.915700504722204e-07
201,-0.10491792314903066,-0.4417247338093122,0.07860370144409712,9.088861660295097e-07
202,-0.12237477363165974,-0.46367458817021334,0.07864147199967622,8.596205181244642e-07
203,-0.11901187268761632,-0.4693796148513361,0.07864729054766065,4.5993319974695164e-07
204,-0.19436850544264603,-0.4591934791381733,0.07865453525553628,1.1057698345033651e-06
205,-0.17928217871532987,-0.4673777830780579,0.07866408894513771,8.154765146368322e-07
206,-0.15591472798843328,-0.5093437674201465,0.07866842774553282,5.948275907338983e-07
207,-0.18024843076472336,-0.4669904090038152,0.07862182290707215,6.702178931802791e-07
208,-0.07083669497005443,-0.44585246111305615,0.07863550875067998,1.0824367073739723e-06
209,-0.011637274064183778,-0.44755175624243404,0.07867979486967547,8.172484120552374e-07
210,-0.12799951816609342,-0.41378263105849983,0.07872702701189917,1.4098307611422839e-06
211,-0.054705073743672616,-0.4325011913946358,0.0788163730509227,1.0001307166856348e-06
212,-0.1362956812278932,-0.4594834958634976,0.07888541022640921,8.473314808428581e-07
213,-0.0146367410221835,-0.43112510348848604,0.078913877272479,1.110603077442368e-06
214,-0.22313459789316478,-0.40544330999768297,0.07898301191413003,1.5383808625732514e-06
215,-0.010765896321489181,-0.4621368812430061,0.07908089334321637,7.80197360872177e-07
216,-0.0693330468272027,-0.4335314258481602,0.07911131550706968,1.1629017387436006e-06
217,-0.124380498587818,-0.4306572025120644,0.07917721724716742,1.1455226619574738e-06
218,-0.12681864763878956,-0.47703425593114684,0.07924079701728712,5.929759251427252e-07
219,0.014330746852721558,-0.4150537872684837,0.07925078028571263,1.4802261768242316e-06
220,-0.004339503011977387,-0.4264341115061093,0.07934286854200404,1.081887921735845e-06
221,-0.06958389172197657,-0.448249893473523,0.07942295103503305,8.448427691677201e-07
222,-0.023257910184700005,-0.44664234935056546,0.0794723946145888,1.0240694368935316e-06
223,0.08601111373031316,-0.4412450273971608,0.07952181553839681,9.35116223176235e-07
224,-0.09254554291497695,-0.45376003819173905,0.07958496505305654,7.998245567348933e-07
225,-0.09199230126087798,-0.41002001578696046,0.07962993984924734,1.3840703987575822e-06
226,-0.19692148342957144,-0.4600451202750601,0.07973061330856074,6.182023827830536e-07
227,0.04397580723709859,-0.46397554224798876,0.07976840476497388,6.619452739333094e-07
228,-0.16792137393922069,-0.4491423395916487,0.07980106462449424,7.439809429462217e-07
229,-0.14286741503525588,-0.4640382373641514,0.07985111861401387,6.816964497609802e-07
230,-0.00715354222607355,-0.38910955280460874,0.07988310083064987,1.927138701689256e-06
231,-0.040476802023258464,-0.43526876263688014,0.0800034661792417,9.76921825491753e-07
232,-0.08022495921759805,-0.44401221846056455,0.0800717293634581,8.483136001225762e-07
233,-0.03280602760279292,-0.46539174591336696,0.08012991423944105,5.777114087994639e-07
234,-0.09316239326196248,-0.5095376636955689,0.08016096702909466,4.897368826125847e-07
235,-0.1469529534098769,-0.44603988211141576,0.08013857159353019,8.335574555196082e-07
236,-0.13042122094687048,-0.4724630122626219,0.08019084001684486,5.750243041885515e-07
237,-0.1733101796635457,-0.46901552897873494,0.08021709728433321,4.831774684737113e-07
238,-0.0894683716897032,-0.45970586405973796,0.08025009371133524,6.643066235495624e-07
239,-0.08111024727553118,-0.4502662602215749,0.0802902741262975,7.352943814311697e-07
240,0.10512888945318666,-0.45875849433692145,0.0803459412238836,3.993869926843274e-07
241,0.15882765042717567,-0.4595705380453707,0.08035111863047482,4.730642504251634e-07
242,0.2839241693629508,-0.46192207274951946,0.08034793847912161,3.199778572862615e-07
243,0.30812001047180093,-0.43533371497761697,0.08034571390987456,4.950381978090116e-07
244,0.1546882548327665,-0.4458474336662916,0.08037097269908605,4.1125494355539645e-07
245,0.31593731206215103,-0.4449057495664988,0.08038205101781683,4.1186978188583234e-07
246,0.12451722686678791,-0.43421895983631137,0.08040148702798314,4.402513636465374e-07
247,0.24915492953566049,-0.4737197797619313,0.08043078266977419,4.0102129916891523e-07
248,0.12127348121320898,-0.4676531401309109,0.0804208427191627,4.1803952166182344e-07
249,0.19802642691748482,-0.44136829715374937,0.08041226813299711,4.298919816631725e-07
250,0.11503984294360109,-0.4674530731701365,0.08042806614056809,3.1272135148777963e-07
251,0.26082738304020003,-0.43636237856154675,0.08041564372206218,3.9338473976487766e-07
252,0.10134381732144936,-0.4082535174771217,0.08044747136876632,5.777095835192305e-07
253,0.16442925911470713,-0.4084629138719354,0.08050243589996191,6.290981557095165e-07
254,0.23596511157918518,-0.4838189513864694,0.08055526078186634,2.918976821597038e-07
255,0.14520727265535846,-0.4872565566610012,0.08052676230394518,3.20822732462047e-07
256,0.16785590708843118,-0.4528304372790913,0.08048984215661763,2.869009944871089e-07
257,0.1450475682630765,-0.45600093212313936,0.08049820652448382,2.3567725256874174e-07
258,0.20518174605435185,-0.4122949264701688,0.08050051609164893,4.422579584380915e-07
259,0.029538758152640128,-0.38720635343942345,0.08054596962443196,8.857959144828713e-07
260,0.18280538377911348,-0.4881021053387264,0.08061909009964215,2.797803853423535e-07
261,0.11897469521967283,-0.42724440886025383,0.08058738298237808,2.794338421269575e-07
262,0.1284633413947585,-0.41554112571188934,0.08061764267723986,4.735962402107108e-07
263,0.3051912166662959,-0.4619911800045584,0.08065358822090386,2.7083311470277907e-07
264,0.2226164468761036,-0.4277460944657051,0.08064622087981947,4.4641553006103156e-07
265,0.2859372984966302,-0.4661464058583755,0.08068167900985532,1.878220255838114e-07
266,0.1929858098645275,-0.4161218096193672,0.08067503755235542,3.899442400164907e-07
267,0.11907907693446877,-0.39737935804031693,0.08071612112668934,6.255339426109588e-07
268,-0.038947159808024934,-0.43639690335704767,0.08077151826821252,3.5993256038629667e-07
269,0.05621688635551248,-0.46203309351038824,0.08078919304865674,2.5731902388693554e-07
270,-0.028934871433938775,-0.4437649729460163,0.08078366325220529,3.021084609488241e-07
271,0.08787421127864038,-0.44478948678167335,0.08078957293045147,2.727163789285341e-07
272,0.15720855400728911,-0.4605564444173547,0.08080159308846194,2.3778813589158616e-07
273,0.17259945617019376,-0.43128011530257027,0.08080114620366644,2.467803865511744e-07
274,0.11925686659147113,-0.46972559648096596,0.0808235166971319,2.2214498212851467e-07
275,0.24000406370332802,-0.4270681180507479,0.08080937225383085,2.797430935349136e-07
276,0.2919329025282855,-0.4531158345872516,0.08083978038889025,1.911215636800219e-07
277,0.22913084208381773,-0.4558824983770512,0.08084044558327601,1.7750062041491392e-07
278,0.1854722290460027,-0.4048245058146623,0.08084435267741578,3.8999421408717626e-07
279,0.13340333280663022,-0.44695175171509804,0.08089105670573912,2.5224387459215926e-07
280,0.22821732180021903,-0.4588042680776032,0.08089912982777875,1.6501960493040923e-07
281,0.18500351125377645,-0.463009774510362,0.08089644165407024,1.7251828878041073e-07
282,0.023956701627206884,-0.41534112052209904,0.0808854740677006,3.3693178317989804e-07
283,0.07051992514348474,-0.426429221174783,0.08092196288047283,3.313459315689378e-07
284,0.10140213085937344,-0.38047992455675234,0.08095050855898397,6.268970130017192e-07
285,0.1073859306671981,-0.3937688050555178,0.08101894199461918,4.912764749462066e-07
286,0.14018867607000038,-0.4505093581481305,0.08107319621096744,1.823071053457243e-07
287,0.29186517458059774,-0.46447186080666164,0.08107513158534964,1.1680157538082896e-07
288,0.28033181072936775,-0.4457152699005496,0.08106807610243678,1.9308611510691761e-07
289,0.1080537995981121,-0.41912931504377204,0.0810754305098529,2.6469418206840347e-07
290,0.14764922695359267,-0.4550335489699126,0.0811050398007842,1.7806091649415323e-07
291,0.1997289498571829,-0.41570415565741337,0.08110642699561157,2.7793759264444777e-07
292,0.20955132821978406,-0.45671091756831333,0.08113773664010268,1.2791983890117873e-07
293,0.27406400344256493,-0.4489787813967387,0.08113305405267429,1.7500736825690452e-07
294,0.1751292036461289,-0.42056726189807453,0.08113608505479844,2.3126920440273463e-07
295,0.0884243860182018,-0.4311995344270054,0.08116566710276946,2.0037536053229287e-07
296,0.18133670425421744,-0.4196292995188903,0.08118492462624155,2.503548615950574e-07
297,0.25766416149914784,-0.4358595002587475,0.08121335431960018,1.374666619802467e-07
298,0.24879715373883823,-0.4144632659928961,0.08123071437297258,2.6456534918414026e-07
299,0.21494423357621775,-0.4575933619459533,0.08126214268609226,1.4149211510081463e-07
